1	0.008423	13744.000000
2	0.010559	15362.000000
3	0.008504	16392.000000
4	0.007538	17179.000000
5	0.007544	17777.600000
6	0.006978	18212.000000
7	0.007969	18546.285714
8	0.008286	18825.000000
9	0.009033	19063.555556
10	0.009155	19280.400000
11	0.009444	19468.727273
12	0.009450	19652.666667
13	0.009728	19796.000000
14	0.010385	19897.428571
15	0.012126	19985.600000
16	0.014603	20082.750000
17	0.017190	20176.705882
18	0.020176	20254.222222
19	0.023367	20336.210526
20	0.026202	20408.600000
21	0.027698	20479.619048
22	0.028287	20540.000000
23	0.027821	20581.739130
24	0.026688	20624.000000
25	0.026592	20674.720000
26	0.027480	20715.384615
27	0.028067	20757.037037
28	0.028251	20801.428571
29	0.028308	20849.103448
30	0.028878	20897.066667
31	0.029427	20934.451613
32	0.029919	20961.750000
33	0.029989	20985.212121
34	0.030051	21021.058824
35	0.030573	21043.542857
36	0.031409	21060.222222
37	0.032068	21087.567568
38	0.032008	21107.473684
39	0.031741	21120.410256
40	0.031354	21141.700000
41	0.030613	21162.536585
42	0.030317	21176.666667
43	0.030092	21190.325581
44	0.029896	21213.636364
45	0.029622	21225.511111
46	0.029414	21243.652174
47	0.028972	21268.170213
48	0.028834	21282.666667
49	0.029127	21293.959184
50	0.029390	21306.720000
51	0.029855	21317.960784
52	0.030473	21326.538462
53	0.031045	21335.924528
54	0.031505	21346.814815
55	0.032169	21354.400000
56	0.033144	21368.500000
57	0.034469	21388.350877
58	0.036095	21407.586207
59	0.037976	21430.101695
60	0.040061	21450.800000
61	0.041970	21468.327869
62	0.043835	21489.225806
63	0.045284	21502.984127
64	0.046421	21513.875000
65	0.047523	21524.676923
66	0.048536	21531.757576
67	0.049610	21540.895522
68	0.050717	21552.058824
69	0.051869	21562.318841
70	0.053005	21573.314286
71	0.053928	21578.873239
72	0.054749	21583.277778
73	0.055771	21582.246575
74	0.056878	21582.648649
75	0.058210	21588.640000
76	0.059564	21588.473684
77	0.061034	21594.389610
78	0.062477	21598.512821
79	0.063792	21603.139241
80	0.064891	21605.600000
81	0.065947	21609.432099
82	0.067030	21618.048780
83	0.068124	21628.240964
84	0.069249	21640.476190
85	0.070466	21652.705882
86	0.071732	21664.744186
87	0.072894	21673.793103
88	0.073914	21683.590909
89	0.074804	21692.853933
90	0.075854	21702.222222
91	0.076902	21713.142857
92	0.078158	21723.913043
93	0.079495	21735.268817
94	0.080787	21746.085106
95	0.081981	21758.442105
96	0.083190	21768.958333
97	0.084469	21775.917526
98	0.085749	21778.938776
99	0.086981	21783.313131
100	0.088334	21789.360000
101	0.089508	21799.524752
102	0.090671	21808.549020
103	0.091791	21814.796117
104	0.092803	21824.346154
105	0.093735	21834.780952
106	0.094598	21848.264151
107	0.095499	21858.130841
108	0.096488	21863.703704
109	0.097630	21868.623853
110	0.098738	21877.236364
111	0.099856	21887.891892
112	0.100930	21899.214286
113	0.102059	21907.362832
114	0.103187	21919.052632
115	0.104230	21932.869565
116	0.105190	21944.310345
117	0.106095	21954.529915
118	0.106944	21961.661017
119	0.107858	21970.789916
120	0.108724	21982.766667
121	0.109624	21996.396694
122	0.110498	22005.868852
123	0.111344	22013.658537
124	0.112177	22021.258065
125	0.113155	22028.800000
126	0.114036	22038.000000
127	0.114872	22047.590551
128	0.115633	22054.718750
129	0.116449	22058.821705
130	0.117336	22064.553846
131	0.118140	22067.175573
132	0.118898	22071.090909
133	0.119534	22072.781955
134	0.120052	22075.552239
135	0.120482	22079.466667
136	0.120860	22083.088235
137	0.121319	22086.277372
138	0.121817	22087.362319
139	0.122241	22091.971223
140	0.122619	22097.028571
