0.250000	0.006449	0.167853	0.002891	0.004880
0.300000	0.008183	0.282443	0.004160	0.006279
0.350000	0.012388	0.465341	0.006037	0.009223
0.400000	0.026394	0.832598	0.010053	0.019358
0.410000	0.033254	0.998728	0.012252	0.024476
0.420000	0.048396	1.239486	0.015688	0.035377
0.430000	0.071104	1.600150	0.021179	0.056389
0.435000	0.169063	1.997133	0.028232	0.112739
0.440000	0.542776	2.952720	0.047767	0.091281
0.445000	0.679652	2.229379	0.029790	0.051062
0.450000	0.751390	1.616509	0.017665	0.016271
0.460000	0.815764	1.296254	0.011875	0.009840
0.470000	0.852755	1.057682	0.008290	0.006355
0.480000	0.878239	0.926022	0.006478	0.004922
0.490000	0.896972	0.841933	0.005384	0.004080
0.500000	0.911622	0.765599	0.004494	0.003501
0.520000	0.933239	0.606537	0.002962	0.002583
0.540000	0.948193	0.506963	0.002133	0.002056
0.560000	0.959120	0.427700	0.001568	0.001693
0.580000	0.967312	0.371366	0.001209	0.001442
0.700000	0.990177	0.168624	0.000295	0.000669
