0.250000	0.052712	0.169623	0.023432	0.039474
0.300000	0.066671	0.286795	0.033973	0.050460
0.350000	0.098850	0.481618	0.050754	0.072529
0.400000	0.201638	0.865303	0.085079	0.137473
0.410000	0.267280	1.082941	0.110605	0.174247
0.420000	0.360316	1.384861	0.146749	0.199749
0.430000	0.495578	1.847865	0.206004	0.214933
0.435000	0.587416	1.821726	0.190271	0.199017
0.440000	0.624490	1.912763	0.196630	0.198886
0.445000	0.718453	1.639549	0.148299	0.133490
0.450000	0.765466	1.404040	0.113184	0.101283
0.460000	0.818402	1.191087	0.083070	0.070646
0.470000	0.855991	1.001264	0.060697	0.049240
0.480000	0.880319	0.876198	0.047472	0.037618
0.490000	0.899063	0.773150	0.037728	0.030522
0.500000	0.912002	0.702608	0.031490	0.026942
0.520000	0.933304	0.601259	0.023314	0.020621
0.540000	0.948533	0.503133	0.016827	0.016265
0.560000	0.959347	0.433638	0.012777	0.013461
0.580000	0.967683	0.368551	0.009539	0.011340
0.700000	0.990200	0.157613	0.002129	0.005175
