0.250000	0.270264	0.483459	0.038488	0.000976
0.300000	0.540466	3.256897	0.257021	0.004454
0.350000	0.773865	9.922500	0.752239	0.015679
0.400000	0.884827	15.064102	1.031461	0.023488
0.410000	0.901550	15.321108	1.006918	0.023610
0.420000	0.912720	15.093224	0.943656	0.022329
0.430000	0.921387	14.005137	0.812475	0.021108
0.435000	0.926147	14.076566	0.802784	0.021108
0.440000	0.930359	13.936222	0.776235	0.020803
0.445000	0.936340	13.123072	0.695201	0.019705
0.450000	0.940613	12.113662	0.605729	0.018119
0.460000	0.948792	11.411729	0.534969	0.017021
0.470000	0.955505	11.362166	0.514889	0.016533
0.480000	0.962402	12.162656	0.552111	0.016838
0.490000	0.965210	11.041083	0.465670	0.015496
0.500000	0.970581	10.160156	0.399248	0.014398
0.520000	0.975647	8.366556	0.284485	0.012140
0.540000	0.980713	6.622581	0.191492	0.009761
0.560000	0.983826	6.262506	0.168961	0.009090
0.580000	0.986450	5.256989	0.124868	0.008175
0.700000	0.997192	0.844102	0.006525	0.002562
