0.250000	0.012941	0.169000	0.005840	0.009752
0.300000	0.017064	0.282289	0.008308	0.013040
0.350000	0.024707	0.471127	0.012299	0.018952
0.400000	0.049214	0.821666	0.019719	0.037974
0.410000	0.063954	1.002221	0.024638	0.047581
0.420000	0.086199	1.188918	0.029441	0.064314
0.430000	0.148460	1.401991	0.034800	0.096579
0.435000	0.267809	1.869177	0.051081	0.158715
0.440000	0.504411	2.744982	0.086024	0.169920
0.445000	0.679086	1.785595	0.042774	0.056740
0.450000	0.752855	1.487841	0.031193	0.030285
0.460000	0.816183	1.275287	0.023171	0.018221
0.470000	0.853226	1.052689	0.016457	0.012870
0.480000	0.878502	0.904922	0.012516	0.009748
0.490000	0.896953	0.818839	0.010328	0.008179
0.500000	0.911375	0.722269	0.008237	0.006934
0.520000	0.933212	0.568262	0.005370	0.005129
0.540000	0.948159	0.477996	0.003905	0.004069
0.560000	0.959076	0.418579	0.003036	0.003392
0.580000	0.967291	0.359182	0.002300	0.002837
0.700000	0.990161	0.163028	0.000561	0.001313
