0.250000	0.003244	0.172031	0.001500	0.002433
0.300000	0.004236	0.284648	0.002104	0.003178
0.350000	0.006114	0.478958	0.003152	0.004623
0.400000	0.012143	0.819581	0.004911	0.009410
0.410000	0.015661	1.033620	0.006455	0.012099
0.420000	0.024549	1.290255	0.008332	0.017362
0.430000	0.038931	1.575494	0.010356	0.033283
0.435000	0.093548	1.810081	0.012184	0.083535
0.440000	0.521804	3.105525	0.025826	0.046132
0.445000	0.684472	2.017710	0.012834	0.017102
0.450000	0.752764	1.541380	0.008224	0.007670
0.460000	0.815007	1.315419	0.006073	0.004906
0.470000	0.852393	1.075064	0.004249	0.003279
0.480000	0.877748	0.920829	0.003213	0.002483
0.490000	0.896655	0.811468	0.002548	0.001998
0.500000	0.911426	0.738851	0.002131	0.001714
0.520000	0.933048	0.598194	0.001451	0.001298
0.540000	0.948093	0.508566	0.001072	0.001029
0.560000	0.959073	0.425713	0.000779	0.000843
0.580000	0.967289	0.371283	0.000605	0.000717
0.700000	0.990167	0.160268	0.000137	0.000326
