0.250000	0.023882	0.332054
0.300000	0.033691	0.394475
0.350000	0.064731	0.567242
0.400000	0.084023	0.605722
0.410000	0.079116	0.601787
0.420000	0.197798	1.145620
0.430000	0.174531	0.921514
0.435000	0.649355	1.484258
0.440000	0.572700	1.136972
0.445000	0.689624	0.979461
0.450000	0.729331	1.814991
0.460000	0.814263	1.243807
0.470000	0.857656	0.997962
0.480000	0.885225	0.843146
0.490000	0.902856	0.625404
0.500000	0.917354	0.484365
0.520000	0.937144	0.497029
0.540000	0.950483	0.355874
0.560000	0.959863	0.329458
0.580000	0.186592	0.261940
0.700000	0.989575	0.147095
