0.250000	0.006486	0.173969	0.003051	0.004872
0.300000	0.008546	0.287338	0.004268	0.006526
0.350000	0.012433	0.481410	0.006353	0.009356
0.400000	0.023768	0.866097	0.010667	0.017379
0.410000	0.030947	1.008494	0.012442	0.023811
0.420000	0.043013	1.210383	0.015143	0.036758
0.430000	0.103781	1.648093	0.022147	0.079902
0.435000	0.144382	2.286282	0.034636	0.112582
0.440000	0.542741	2.378450	0.034583	0.056430
0.445000	0.673421	2.157398	0.028416	0.043282
0.450000	0.750000	1.708368	0.019202	0.018555
0.460000	0.813742	1.246807	0.011211	0.010342
0.470000	0.852091	1.028378	0.007951	0.006471
0.480000	0.877583	0.883926	0.006044	0.004912
0.490000	0.896607	0.779411	0.004797	0.004022
0.500000	0.911389	0.689509	0.003842	0.003334
0.520000	0.933087	0.570999	0.002705	0.002530
0.540000	0.948077	0.488608	0.002019	0.002030
0.560000	0.959039	0.420378	0.001528	0.001692
0.580000	0.967300	0.359735	0.001153	0.001426
0.700000	0.990166	0.157693	0.000267	0.000645
