0	0.518898
1	0.296654
2	0.193024
3	0.142220
4	0.117455
5	0.099937
6	0.088459
7	0.080055
8	0.072582
9	0.065392
10	0.061966
11	0.056499
12	0.055183
13	0.051918
14	0.050190
15	0.047421
16	0.045441
17	0.044777
18	0.041283
19	0.039883
20	0.038944
21	0.038284
22	0.038048
23	0.035305
24	0.034534
25	0.033665
26	0.032116
27	0.031551
28	0.029648
29	0.029427
30	0.028374
31	0.027561
32	0.027809
33	0.027649
34	0.027069
35	0.027691
36	0.026428
37	0.025284
38	0.025249
39	0.023819
40	0.023426
41	0.022602
42	0.022945
43	0.022179
44	0.021515
45	0.022110
46	0.020851
47	0.020798
48	0.021011
49	0.020779
50	0.019909
51	0.019783
52	0.020016
53	0.019089
54	0.019245
55	0.018803
56	0.018280
57	0.018272
58	0.018871
59	0.018963
60	0.018383
61	0.018002
62	0.017570
63	0.018036
64	0.018101
65	0.017937
66	0.017498
67	0.016869
68	0.016315
69	0.016979
70	0.016685
71	0.016830
72	0.017071
73	0.016201
74	0.016113
75	0.015839
76	0.015953
77	0.015640
78	0.016121
79	0.016354
80	0.015396
81	0.015526
82	0.015297
83	0.015301
84	0.015053
85	0.015560
86	0.015514
87	0.015297
88	0.015236
89	0.015495
90	0.015175
91	0.015316
92	0.015007
93	0.014248
94	0.015446
95	0.014717
96	0.014935
97	0.015282
98	0.014404
99	0.013905
100	0.014038
101	0.013500
102	0.014343
103	0.013367
104	0.013309
105	0.012928
106	0.012981
107	0.013248
108	0.012749
109	0.012394
110	0.012985
111	0.012497
112	0.012257
113	0.012173
114	0.011986
115	0.011803
116	0.012093
117	0.012386
118	0.012638
119	0.011967
120	0.011978
121	0.011600
122	0.011387
123	0.011497
124	0.011669
125	0.011841
126	0.011536
127	0.010956
128	0.011837
129	0.011692
130	0.011589
131	0.011406
132	0.011570
133	0.010880
134	0.010998
135	0.011002
136	0.011074
137	0.011337
138	0.010586
139	0.010986
140	0.010521
141	0.011135
142	0.010883
143	0.010143
144	0.010437
145	0.010365
146	0.010307
147	0.010307
148	0.010513
149	0.010101
150	0.010406
151	0.010040
152	0.009888
153	0.010399
154	0.010002
155	0.010624
156	0.010132
157	0.010128
158	0.010128
159	0.009933
160	0.009930
161	0.010090
162	0.010384
163	0.010502
164	0.010483
165	0.010406
166	0.010380
167	0.010262
168	0.010014
169	0.009968
170	0.009342
171	0.009674
172	0.009285
173	0.010338
174	0.009460
175	0.009834
176	0.009430
177	0.009533
178	0.009361
179	0.009624
180	0.009441
181	0.009190
182	0.009510
183	0.009335
184	0.009312
185	0.009125
186	0.009556
187	0.009262
188	0.009865
189	0.009598
190	0.009487
191	0.009624
192	0.008820
193	0.009342
194	0.009056
195	0.008953
196	0.009254
197	0.009174
198	0.009159
199	0.009174
200	0.008976
201	0.008762
202	0.009491
203	0.008617
204	0.008915
205	0.008739
206	0.008842
207	0.008564
208	0.008888
209	0.008911
210	0.009357
211	0.009422
212	0.009411
213	0.009190
214	0.008919
215	0.009190
216	0.008759
217	0.008976
218	0.009029
219	0.008606
220	0.008942
221	0.008480
222	0.008522
223	0.008667
224	0.008621
225	0.008335
226	0.009087
227	0.009064
228	0.008724
229	0.009167
230	0.008930
231	0.008793
232	0.008797
233	0.008793
234	0.009007
235	0.009014
236	0.008350
237	0.009155
238	0.008232
239	0.008797
240	0.008686
241	0.008652
242	0.008701
243	0.008572
244	0.008469
245	0.009453
246	0.008881
247	0.008553
248	0.008240
249	0.008972
250	0.008553
251	0.008385
252	0.008297
253	0.007748
254	0.007694
255	0.008038
256	0.007996
257	0.008476
258	0.008064
259	0.008038
260	0.008446
261	0.008202
262	0.008400
263	0.008450
264	0.007877
265	0.008434
266	0.008064
267	0.008129
268	0.008381
269	0.008438
270	0.008347
271	0.008106
272	0.008228
273	0.008339
274	0.008434
275	0.008369
276	0.008476
277	0.007900
278	0.008564
279	0.007915
280	0.007957
281	0.007965
282	0.007812
283	0.007729
284	0.007912
285	0.008068
286	0.008194
287	0.007885
288	0.007954
289	0.008106
290	0.007858
291	0.007866
292	0.008095
293	0.008316
294	0.008087
295	0.008362
296	0.008396
297	0.008865
298	0.008232
299	0.008358
300	0.007980
301	0.007957
302	0.008137
303	0.008053
304	0.008129
305	0.008175
306	0.008396
307	0.008244
308	0.007423
309	0.008003
310	0.008488
311	0.008194
312	0.008152
313	0.007755
314	0.008034
315	0.007919
316	0.007977
317	0.007820
318	0.008038
319	0.008224
320	0.008217
321	0.008072
322	0.008308
323	0.007591
324	0.007690
325	0.007801
326	0.007938
327	0.008087
328	0.007744
329	0.007996
330	0.007797
331	0.007851
332	0.008007
333	0.007961
334	0.007786
335	0.007690
336	0.007332
337	0.007938
338	0.007908
339	0.007618
340	0.007996
341	0.007751
342	0.007442
343	0.007965
344	0.007740
345	0.007690
346	0.007561
347	0.008087
348	0.007694
349	0.007851
350	0.007629
351	0.007694
352	0.007767
