0.250000	0.050932	0.170810	0.023725	0.038267
0.300000	0.066645	0.280307	0.032864	0.049545
0.350000	0.097678	0.484146	0.051214	0.073882
0.400000	0.188406	0.863781	0.085046	0.134147
0.410000	0.260063	1.108311	0.114703	0.172984
0.420000	0.360821	1.346197	0.140998	0.201873
0.430000	0.504824	1.895170	0.213339	0.220384
0.435000	0.592545	1.867170	0.198049	0.186706
0.440000	0.621196	1.854890	0.188559	0.190946
0.445000	0.703127	1.764451	0.166486	0.147649
0.450000	0.751676	1.528931	0.128922	0.115272
0.460000	0.817304	1.187903	0.082899	0.063977
0.470000	0.853003	1.025202	0.063041	0.048010
0.480000	0.878726	0.893444	0.048921	0.038106
0.490000	0.896382	0.826237	0.041711	0.034484
0.500000	0.912000	0.727741	0.033185	0.027388
0.520000	0.932910	0.602766	0.023400	0.021438
0.540000	0.948100	0.503249	0.016835	0.016604
0.560000	0.958931	0.430032	0.012618	0.013762
0.580000	0.967213	0.366832	0.009478	0.011583
0.700000	0.990184	0.160032	0.002179	0.005217
