0.250000	0.003240	0.173855	0.001524	0.002433
0.300000	0.004197	0.279974	0.002053	0.003174
0.350000	0.006237	0.491435	0.003277	0.004645
0.400000	0.012421	0.877677	0.005443	0.009381
0.410000	0.015162	1.038181	0.006497	0.011828
0.420000	0.023647	1.190267	0.007383	0.021875
0.430000	0.047277	1.723863	0.011858	0.061106
0.435000	0.103272	2.431805	0.018992	0.108204
0.440000	0.532031	2.517631	0.018839	0.038471
0.445000	0.679208	1.932854	0.012049	0.015026
0.450000	0.749196	1.682567	0.009388	0.009027
0.460000	0.814602	1.253673	0.005651	0.004860
0.470000	0.852046	1.046010	0.004079	0.003246
0.480000	0.877584	0.910273	0.003158	0.002483
0.490000	0.896553	0.808358	0.002534	0.002067
0.500000	0.911323	0.711428	0.002013	0.001674
0.520000	0.932988	0.581205	0.001389	0.001273
0.540000	0.948043	0.490553	0.001015	0.001027
0.560000	0.959030	0.420578	0.000765	0.000845
0.580000	0.967278	0.356885	0.000570	0.000709
