0.250000	0.025856	0.172729	0.012061	0.019605
0.300000	0.033542	0.288314	0.017128	0.025148
0.350000	0.049007	0.462763	0.023934	0.036820
0.400000	0.098977	0.876917	0.043504	0.073186
0.410000	0.127365	1.030448	0.051469	0.093875
0.420000	0.173479	1.221688	0.061482	0.126909
0.430000	0.310145	1.817024	0.102482	0.187753
0.435000	0.456711	2.273894	0.136007	0.195165
0.440000	0.583305	2.172530	0.120035	0.171016
0.445000	0.683292	1.877129	0.092056	0.111675
0.450000	0.759740	1.491388	0.062461	0.052665
0.460000	0.816271	1.248842	0.044860	0.034654
0.470000	0.852105	1.058986	0.033181	0.026190
0.480000	0.878108	0.928532	0.025981	0.020581
0.490000	0.897448	0.813036	0.020412	0.015607
0.500000	0.911945	0.720569	0.016397	0.013314
0.520000	0.933308	0.608668	0.011900	0.010332
0.540000	0.948261	0.503624	0.008442	0.008229
0.560000	0.959120	0.429677	0.006312	0.006805
0.580000	0.967281	0.366554	0.004741	0.005759
0.700000	0.990169	0.162812	0.001119	0.002649
