128 0.432
144 0.3445
160 0.299
176 0.249
192 0.224
208 0.2055
240 0.165
256 0.1785
272 0.16
288 0.1505
304 0.1415
320 0.142
336 0.1305
352 0.141
368 0.1325
384 0.1305
400 0.121
416 0.126
432 0.1205
448 0.12
464 0.113
480 0.118
496 0.112
512 0.1115
640 0.105
768 0.1015
896 0.1
1024 0.098
2048 0.0925
4096 0.0915
