0.250000	0.013133	0.171329	0.005962	0.009889
0.300000	0.016953	0.291430	0.008717	0.012770
0.350000	0.024364	0.462483	0.011965	0.018275
0.400000	0.050979	0.860605	0.021148	0.037078
0.410000	0.065723	0.983678	0.023990	0.050017
0.420000	0.096137	1.201952	0.029984	0.063865
0.430000	0.163575	1.595533	0.042237	0.118152
0.435000	0.354931	2.154816	0.062995	0.161004
0.440000	0.549316	2.501896	0.074607	0.112546
0.445000	0.680274	2.020972	0.051433	0.074720
0.450000	0.746855	1.623407	0.035586	0.036472
0.460000	0.815032	1.253122	0.022583	0.018604
0.470000	0.851328	1.033940	0.016037	0.012977
0.480000	0.877242	0.927918	0.013003	0.010154
0.490000	0.896216	0.821888	0.010392	0.008385
0.500000	0.911203	0.737432	0.008500	0.006929
0.520000	0.932952	0.600370	0.005834	0.005221
0.540000	0.948053	0.495330	0.004121	0.004111
0.560000	0.959026	0.418904	0.003040	0.003391
0.580000	0.967280	0.359393	0.002302	0.002846
0.700000	0.990146	0.157880	0.000535	0.001297
