#0.440000	0.605848	8633.080533	5579.443603	0.245520
32	0.177830
#0.440000	0.601160	4.061702	0.259827	0.135232
64	0.045090
#0.440000	0.520938	2.743633	0.069338	0.125506
128	0.021853
#0.440000	0.519457	6.870874	0.137942	0.061307
256	0.015049
#0.440000	0.407417	1.765135	0.009163	0.044490
512	0.013284
#0.440000	0.457105	2.410582	0.007309	0.038081
1024	0.005676
#0.440000	0.465378	1.470733	0.001741	0.031138
2048	0.010550
#0.440000	0.462891	5.360485	0.006064	0.037450
4096	0.009125
