0	1
1	0.329590	5028.000000
2	0.235291	4010.000000
3	0.266276	4386.666667
4	0.270782	4539.000000
5	0.241187	4420.800000
6	0.206075	4258.666667
7	0.192208	4238.857143
8	0.180649	4192.500000
9	0.167603	4119.555556
10	0.150916	4030.800000
11	0.140103	3939.636364
12	0.131124	3882.000000
13	0.122296	3816.000000
14	0.113726	3783.428571
15	0.106185	3753.066667
16	0.100189	3726.500000
17	0.095481	3708.705882
18	0.090244	3687.333333
19	0.086644	3656.000000
20	0.083142	3629.200000
21	0.079706	3609.714286
22	0.076632	3605.454545
23	0.073853	3602.434783
24	0.071381	3599.833333
25	0.068921	3580.320000
26	0.066345	3571.076923
27	0.064548	3561.925926
28	0.062587	3561.000000
29	0.060627	3552.965517
30	0.058663	3550.533333
31	0.056983	3539.225806
32	0.055256	3536.125000
33	0.053866	3532.727273
34	0.052472	3521.529412
35	0.051053	3523.314286
36	0.049886	3520.000000
37	0.048970	3508.972973
38	0.048160	3508.736842
39	0.047082	3509.025641
40	0.046121	3508.500000
41	0.045258	3492.585366
42	0.044314	3484.761905
43	0.043468	3472.837209
44	0.042650	3462.727273
45	0.041794	3453.688889
46	0.041050	3450.086957
47	0.040327	3447.574468
48	0.039515	3443.000000
49	0.038791	3440.000000
50	0.038279	3436.960000
51	0.037576	3432.392157
52	0.037079	3431.846154
53	0.036451	3432.226415
54	0.036081	3434.222222
55	0.035700	3436.727273
56	0.035139	3440.428571
57	0.034591	3436.350877
58	0.034144	3429.517241
59	0.033753	3433.423729
60	0.033262	3430.533333
61	0.032953	3428.852459
62	0.032508	3428.580645
63	0.032101	3425.142857
64	0.031805	3425.000000
65	0.031603	3427.938462
66	0.031574	3427.272727
67	0.031352	3424.477612
68	0.031000	3423.529412
69	0.030572	3426.898551
70	0.030354	3424.400000
71	0.030167	3421.183099
72	0.030078	3414.333333
73	0.029839	3409.808219
74	0.029463	3406.594595
75	0.029159	3402.773333
76	0.028797	3399.894737
77	0.028439	3402.597403
78	0.028173	3398.205128
79	0.027881	3396.556962
80	0.027573	3396.800000
81	0.027336	3395.654321
82	0.027126	3396.439024
83	0.027019	3396.963855
84	0.026970	3396.571429
85	0.026811	3397.552941
86	0.026704	3395.395349
87	0.026471	3391.172414
88	0.026176	3392.272727
89	0.025990	3389.842697
90	0.025742	3385.555556
91	0.025580	3384.351648
92	0.025375	3383.608696
93	0.025154	3383.483871
94	0.024910	3381.276596
95	0.024766	3379.452632
96	0.024596	3376.041667
97	0.024361	3376.082474
98	0.024120	3376.081633
99	0.023916	3375.555556
100	0.023712	3374.240000
101	0.023563	3376.118812
102	0.023445	3377.647059
103	0.023217	3376.970874
104	0.023080	3377.230769
105	0.022882	3375.390476
106	0.022772	3373.396226
107	0.022657	3370.579439
108	0.022550	3372.222222
109	0.022412	3373.027523
110	0.022333	3374.400000
111	0.022157	3375.135135
112	0.021961	3375.750000
113	0.021771	3376.247788
114	0.021632	3377.964912
115	0.021496	3376.904348
116	0.021312	3377.172414
117	0.021159	3377.367521
118	0.021005	3378.779661
119	0.020862	3380.369748
120	0.020815	3382.833333
121	0.020711	3384.991736
122	0.020615	3383.377049
123	0.020492	3381.495935
124	0.020394	3381.064516
125	0.020250	3380.096000
126	0.020150	3378.380952
127	0.020065	3377.291339
128	0.019923	3376.437500
129	0.019830	3378.728682
130	0.019716	3377.661538
131	0.019588	3376.763359
132	0.019490	3377.575758
133	0.019363	3375.458647
134	0.019225	3374.059701
135	0.019120	3375.407407
136	0.019038	3376.176471
137	0.018919	3376.700730
138	0.018849	3377.188406
139	0.018801	3378.589928
140	0.018710	3378.485714
141	0.018607	3377.163121
142	0.018511	3375.492958
143	0.018394	3373.146853
144	0.018329	3371.777778
145	0.018311	3371.062069
146	0.018189	3370.739726
147	0.018111	3369.877551
148	0.018060	3368.000000
149	0.017998	3366.657718
150	0.017900	3366.213333
151	0.017820	3365.006623
152	0.017764	3364.815789
153	0.017663	3366.954248
154	0.017603	3366.311688
155	0.017578	3367.096774
156	0.017521	3367.461538
157	0.017413	3367.515924
158	0.017329	3365.772152
159	0.017223	3364.025157
160	0.017170	3362.775000
161	0.017150	3363.453416
162	0.017168	3364.222222
163	0.017114	3365.447853
164	0.017040	3363.585366
165	0.016984	3362.012121
166	0.016906	3360.915663
167	0.016817	3360.574850
168	0.016779	3361.833333
169	0.016725	3362.437870
170	0.016642	3361.105882
171	0.016611	3361.099415
172	0.016533	3361.139535
173	0.016461	3361.502890
174	0.016513	3360.873563
175	0.016469	3361.668571
176	0.016408	3362.772727
177	0.016324	3363.457627
178	0.016263	3364.224719
179	0.016211	3365.363128
180	0.016129	3364.977778
181	0.016088	3365.104972
182	0.016041	3365.472527
183	0.015972	3368.284153
184	0.015993	3367.717391
185	0.015956	3366.227027
186	0.015901	3366.107527
187	0.015862	3364.748663
188	0.015782	3363.808511
189	0.015734	3363.555556
190	0.015703	3362.926316
191	0.015697	3363.204188
192	0.015673	3363.000000
193	0.015639	3363.647668
194	0.015648	3362.804124
195	0.015605	3362.707692
196	0.015532	3362.183673
197	0.015459	3359.979695
198	0.015407	3357.939394
199	0.015415	3357.226131
200	0.015378	3358.100000
201	0.015344	3358.447761
202	0.015275	3359.029703
203	0.015206	3360.394089
204	0.015164	3361.254902
205	0.015153	3360.741463
206	0.015089	3360.174757
207	0.015053	3360.386473
208	0.014999	3358.365385
209	0.014934	3357.033493
210	0.014881	3358.704762
211	0.014810	3358.236967
212	0.014759	3357.830189
213	0.014703	3357.295775
214	0.014666	3356.355140
215	0.014641	3355.348837
216	0.014606	3354.462963
217	0.014565	3353.400922
218	0.014568	3352.825688
219	0.014554	3353.187215
220	0.014561	3355.000000
221	0.014577	3356.669683
222	0.014514	3354.774775
223	0.014473	3353.076233
224	0.014427	3351.928571
225	0.014369	3353.368889
226	0.014362	3354.513274
227	0.014329	3355.577093
228	0.014283	3354.824561
229	0.014253	3353.886463
230	0.014202	3353.060870
231	0.014192	3353.212121
232	0.014140	3352.689655
233	0.014124	3351.965665
234	0.014157	3351.743590
235	0.014118	3351.217021
236	0.014062	3349.983051
237	0.014049	3349.940928
238	0.014002	3350.168067
239	0.013981	3349.037657
240	0.013975	3347.883333
241	0.013977	3347.784232
242	0.013931	3348.066116
243	0.013876	3346.222222
244	0.013847	3345.639344
245	0.013812	3345.763265
246	0.013790	3345.756098
247	0.013747	3345.959514
248	0.013718	3345.645161
249	0.013686	3345.493976
250	0.013675	3344.928000
251	0.013626	3344.494024
252	0.013581	3343.857143
253	0.013626	3342.940711
254	0.013646	3342.551181
255	0.013617	3342.541176
256	0.013571	3342.031250
257	0.013536	3342.163424
258	0.013503	3343.426357
259	0.013497	3344.000000
260	0.013462	3343.830769
261	0.013423	3343.647510
262	0.013381	3344.030534
263	0.013376	3344.821293
264	0.013327	3345.348485
265	0.013302	3345.554717
266	0.013257	3346.105263
267	0.013214	3346.037453
268	0.013197	3345.462687
269	0.013164	3345.293680
270	0.013143	3345.155556
271	0.013130	3344.885609
272	0.013098	3345.308824
273	0.013069	3346.285714
274	0.013045	3347.401460
275	0.013054	3347.185455
276	0.013081	3347.246377
277	0.013076	3347.075812
278	0.013030	3347.208633
279	0.012997	3346.910394
280	0.012952	3347.742857
281	0.012932	3347.459075
282	0.012916	3347.290780
283	0.012895	3346.954064
284	0.012869	3346.408451
285	0.012843	3345.656140
286	0.012798	3345.860140
287	0.012797	3346.257840
288	0.012822	3344.722222
289	0.012838	3344.221453
290	0.012834	3345.172414
291	0.012827	3345.415808
292	0.012784	3345.479452
293	0.012747	3344.873720
294	0.012744	3345.292517
295	0.012710	3344.528814
296	0.012711	3344.472973
297	0.012707	3344.296296
298	0.012688	3344.026846
299	0.012687	3344.053512
300	0.012691	3343.853333
301	0.012656	3343.694352
302	0.012616	3344.834437
303	0.012606	3344.726073
304	0.012598	3344.618421
305	0.012564	3343.291803
306	0.012543	3342.405229
307	0.012523	3342.814332
308	0.012495	3342.831169
309	0.012473	3343.754045
310	0.012441	3343.883871
311	0.012424	3344.295820
312	0.012400	3344.371795
313	0.012420	3344.996805
314	0.012448	3345.656051
315	0.012451	3345.980952
316	0.012445	3347.607595
317	0.012410	3348.883281
318	0.012405	3348.603774
319	0.012456	3348.062696
320	0.012450	3347.637500
321	0.012425	3348.386293
322	0.012391	3348.360248
323	0.012360	3347.876161
324	0.012325	3348.123457
325	0.012294	3348.689231
326	0.012273	3349.668712
327	0.012245	3349.113150
328	0.012214	3349.731707
329	0.012181	3349.568389
330	0.012163	3349.139394
331	0.012163	3348.326284
332	0.012143	3347.216867
333	0.012144	3347.267267
334	0.012143	3348.095808
335	0.012113	3349.158209
336	0.012088	3349.250000
337	0.012065	3348.997033
338	0.012032	3348.331361
339	0.012000	3349.463127
340	0.011999	3349.941176
341	0.011971	3350.123167
342	0.011945	3350.643275
343	0.011912	3350.962099
344	0.011881	3350.244186
345	0.011868	3350.260870
346	0.011908	3350.682081
347	0.011902	3349.544669
348	0.011877	3349.218391
349	0.011861	3349.512894
350	0.011844	3348.560000
351	0.011843	3348.387464
352	0.011850	3348.136364
353	0.011828	3347.716714
354	0.011806	3347.570621
355	0.011820	3347.256338
356	0.011822	3347.674157
357	0.011811	3348.313725
358	0.011801	3347.821229
359	0.011774	3347.654596
360	0.011761	3348.433333
361	0.011746	3348.753463
362	0.011721	3349.856354
363	0.011689	3350.446281
364	0.011670	3351.527473
365	0.011672	3351.868493
366	0.011666	3351.508197
367	0.011661	3351.237057
368	0.011652	3350.913043
369	0.011639	3351.457995
370	0.011624	3351.037838
371	0.011622	3351.148248
372	0.011639	3350.817204
373	0.011615	3351.238606
374	0.011626	3351.946524
375	0.011677	3351.893333
376	0.011721	3352.244681
377	0.011708	3352.689655
378	0.011683	3352.962963
379	0.011701	3352.158311
380	0.011719	3351.115789
381	0.011708	3351.391076
382	0.011708	3351.811518
383	0.011721	3351.738903
384	0.011728	3351.479167
385	0.011732	3350.857143
386	0.011711	3350.518135
387	0.011732	3350.583979
388	0.011707	3349.412371
389	0.011716	3349.686375
390	0.011707	3350.030769
391	0.011701	3350.035806
392	0.011720	3349.704082
393	0.011716	3349.292621
394	0.011713	3348.730964
395	0.011724	3348.658228
396	0.011710	3347.878788
397	0.011681	3346.952141
398	0.011683	3347.346734
399	0.011678	3347.208020
400	0.011678	3347.070000
401	0.011691	3346.334165
402	0.011680	3345.601990
403	0.011670	3345.548387
404	0.011675	3345.405941
405	0.011685	3345.066667
406	0.011691	3345.162562
407	0.011689	3345.592138
408	0.011679	3345.352941
409	0.011656	3344.537897
410	0.011634	3344.360976
411	0.011615	3344.048662
412	0.011592	3344.320388
413	0.011597	3345.326877
414	0.011571	3345.333333
415	0.011546	3345.792771
416	0.011522	3345.240385
417	0.011519	3345.438849
418	0.011513	3346.210526
419	0.011503	3346.004773
420	0.011513	3345.466667
421	0.011505	3345.691211
422	0.011480	3345.734597
423	0.011457	3345.806147
424	0.011457	3345.641509
425	0.011450	3344.950588
426	0.011442	3344.723005
427	0.011422	3344.908665
428	0.011414	3345.009346
429	0.011393	3345.389277
430	0.011366	3346.000000
431	0.011358	3346.450116
432	0.011340	3346.185185
433	0.011315	3345.958430
434	0.011298	3346.470046
435	0.011282	3346.648276
436	0.011263	3347.036697
437	0.011265	3346.974828
438	0.011239	3346.666667
439	0.011220	3346.560364
440	0.011200	3347.218182
441	0.011210	3347.210884
442	0.011203	3347.610860
443	0.011181	3348.487585
444	0.011158	3348.630631
445	0.011136	3348.332584
446	0.011116	3348.905830
447	0.011111	3348.984340
448	0.011109	3348.339286
449	0.011103	3348.302895
450	0.011095	3348.222222
451	0.011084	3348.062084
452	0.011088	3348.194690
453	0.011080	3347.567329
454	0.011096	3348.070485
455	0.011093	3348.254945
456	0.011069	3348.035088
457	0.011061	3347.912473
458	0.011044	3347.301310
459	0.011055	3347.189542
460	0.011039	3346.747826
461	0.011027	3346.273319
462	0.011033	3345.922078
463	0.011046	3345.200864
464	0.011030	3344.612069
465	0.011034	3344.834409
466	0.011052	3344.978541
467	0.011054	3344.436831
468	0.011042	3344.965812
469	0.011023	3345.705757
470	0.011009	3346.527660
471	0.010994	3346.530786
472	0.010985	3346.720339
473	0.010982	3346.985201
474	0.010976	3347.620253
475	0.010973	3347.570526
476	0.010991	3347.579832
477	0.011003	3347.186583
478	0.010996	3347.606695
479	0.010974	3347.782881
480	0.010977	3348.325000
481	0.010983	3349.172557
482	0.010961	3348.639004
483	0.010970	3349.142857
484	0.010996	3349.793388
485	0.010980	3350.218557
486	0.010967	3350.271605
487	0.010947	3350.160164
488	0.010931	3350.434426
489	0.010915	3350.331288
490	0.010923	3350.432653
491	0.010927	3350.501018
492	0.010914	3351.260163
493	0.010894	3351.651116
494	0.010915	3351.927126
495	0.010929	3351.822222
