0	1
496	0.010923	3351.814516
497	0.010902	3352.160966
498	0.010886	3352.722892
499	0.010892	3352.905812
500	0.010873	3352.688000
501	0.010880	3353.285429
502	0.010878	3353.378486
503	0.010868	3353.089463
504	0.010851	3353.182540
505	0.010830	3353.726733
506	0.010814	3353.810277
507	0.010810	3353.262327
508	0.010795	3353.527559
509	0.010786	3354.294695
510	0.010786	3354.101961
511	0.010786	3354.230920
512	0.010778	3354.437500
513	0.010758	3354.042885
514	0.010748	3354.451362
515	0.010755	3354.299029
516	0.010737	3354.612403
517	0.010722	3355.009671
518	0.010711	3354.725869
519	0.010700	3354.196532
520	0.010705	3353.615385
521	0.010730	3352.998081
522	0.010729	3352.743295
523	0.010715	3352.734226
524	0.010706	3352.778626
525	0.010703	3353.417143
526	0.010690	3354.144487
527	0.010674	3353.631879
528	0.010654	3353.401515
529	0.010657	3353.066163
530	0.010645	3352.618868
531	0.010629	3352.045198
532	0.010609	3351.661654
533	0.010601	3351.181989
534	0.010597	3350.981273
535	0.010590	3351.065421
536	0.010582	3351.388060
537	0.010566	3351.076350
538	0.010564	3351.107807
539	0.010547	3351.680891
540	0.010546	3351.866667
541	0.010560	3351.482440
542	0.010553	3350.819188
543	0.010551	3350.232044
544	0.010532	3349.911765
545	0.010515	3349.871560
546	0.010505	3349.743590
547	0.010497	3349.638026
548	0.010501	3349.700730
549	0.010494	3349.653916
550	0.010489	3349.607273
551	0.010474	3349.401089
552	0.010466	3349.420290
553	0.010474	3349.388788
554	0.010488	3348.823105
555	0.010486	3348.670270
556	0.010480	3348.589928
557	0.010476	3348.093357
558	0.010462	3347.505376
559	0.010472	3347.699463
560	0.010476	3348.135714
561	0.010487	3348.092692
562	0.010488	3348.284698
563	0.010471	3348.234458
564	0.010465	3348.106383
565	0.010466	3348.070796
566	0.010476	3347.646643
567	0.010467	3348.126984
568	0.010488	3348.021127
569	0.010506	3348.562390
570	0.010497	3348.722807
571	0.010489	3348.133100
572	0.010509	3348.398601
573	0.010514	3348.328098
574	0.010506	3348.397213
575	0.010503	3348.904348
576	0.010498	3349.347222
577	0.010493	3348.776430
578	0.010482	3348.429066
579	0.010493	3348.718480
580	0.010493	3348.917241
581	0.010492	3349.232358
582	0.010494	3349.065292
583	0.010481	3348.891938
584	0.010465	3348.595890
585	0.010450	3348.198291
586	0.010444	3348.061433
587	0.010434	3347.802385
588	0.010421	3347.204082
589	0.010416	3346.859083
590	0.010405	3346.942373
591	0.010398	3346.998308
592	0.010397	3347.006757
593	0.010391	3347.210793
594	0.010378	3347.643098
595	0.010370	3347.731092
596	0.010358	3347.389262
597	0.010352	3347.236181
598	0.010357	3347.565217
599	0.010341	3347.646077
600	0.010351	3347.806667
601	0.010352	3347.886855
602	0.010355	3348.033223
603	0.010349	3348.398010
604	0.010337	3348.456954
605	0.010353	3348.297521
606	0.010364	3348.739274
607	0.010360	3349.199341
608	0.010349	3349.138158
609	0.010340	3348.860427
610	0.010342	3348.622951
611	0.010349	3348.674304
612	0.010344	3348.777778
613	0.010330	3348.861338
614	0.010321	3349.061889
615	0.010333	3348.871545
616	0.010329	3349.000000
617	0.010314	3348.557536
618	0.010313	3348.809061
619	0.010315	3348.400646
620	0.010299	3348.122581
621	0.010291	3348.405797
622	0.010279	3348.366559
623	0.010267	3348.314607
624	0.010266	3348.243590
625	0.010253	3348.185600
626	0.010255	3348.338658
627	0.010258	3347.968102
628	0.010257	3347.923567
629	0.010244	3347.758347
630	0.010243	3348.038095
631	0.010234	3347.854200
632	0.010231	3347.917722
633	0.010231	3347.412322
634	0.010225	3347.463722
635	0.010223	3347.848819
636	0.010214	3348.213836
637	0.010199	3348.138148
638	0.010185	3348.476489
639	0.010176	3348.419405
640	0.010165	3348.293750
641	0.010165	3348.368175
642	0.010179	3348.361371
643	0.010180	3347.832037
644	0.010166	3347.552795
645	0.010158	3347.844961
646	0.010146	3348.043344
647	0.010135	3347.919629
648	0.010124	3347.592593
649	0.010121	3348.080123
650	0.010113	3348.196923
651	0.010109	3347.741935
652	0.010108	3347.668712
653	0.010099	3347.516080
654	0.010086	3347.669725
655	0.010082	3347.499237
656	0.010075	3347.182927
657	0.010063	3347.171994
658	0.010050	3347.544073
659	0.010044	3348.139605
660	0.010045	3348.242424
661	0.010030	3348.236006
662	0.010044	3348.858006
663	0.010062	3348.880845
664	0.010051	3348.566265
665	0.010037	3348.457143
666	0.010026	3348.600601
667	0.010012	3348.359820
668	0.010000	3348.281437
669	0.009994	3348.089686
670	0.009992	3348.262687
671	0.009986	3348.321908
672	0.009991	3348.357143
673	0.009984	3348.927192
674	0.009970	3349.091988
675	0.009963	3348.764444
676	0.009953	3348.621302
677	0.009946	3348.407681
678	0.009948	3348.224189
679	0.009944	3347.729013
680	0.009944	3347.982353
681	0.009931	3347.935389
682	0.009930	3347.648094
683	0.009918	3347.490483
684	0.009912	3347.461988
685	0.009903	3347.567883
686	0.009894	3347.714286
687	0.009889	3347.772926
688	0.009880	3347.575581
689	0.009889	3347.018868
690	0.009878	3346.776812
691	0.009865	3346.454414
692	0.009855	3346.468208
693	0.009855	3346.574315
694	0.009854	3346.553314
695	0.009844	3346.348201
696	0.009847	3346.212644
697	0.009833	3345.911047
698	0.009832	3346.200573
699	0.009844	3346.151645
700	0.009854	3345.977143
701	0.009848	3345.574893
702	0.009835	3345.675214
703	0.009831	3345.883357
704	0.009842	3345.619318
705	0.009842	3345.565957
706	0.009841	3345.456091
707	0.009837	3345.567185
708	0.009826	3345.644068
709	0.009818	3345.545839
710	0.009813	3345.746479
711	0.009804	3345.760900
712	0.009808	3345.623596
713	0.009804	3345.677419
714	0.009814	3345.613445
715	0.009827	3346.064336
716	0.009818	3345.960894
717	0.009830	3346.030683
718	0.009838	3346.211699
719	0.009834	3346.497914
720	0.009821	3346.416667
721	0.009813	3346.330097
722	0.009802	3346.343490
723	0.009809	3346.367911
724	0.009801	3346.403315
725	0.009788	3346.411034
726	0.009790	3346.534435
727	0.009778	3346.751032
728	0.009769	3346.851648
729	0.009758	3346.957476
730	0.009761	3346.947945
731	0.009754	3347.009576
732	0.009751	3347.262295
733	0.009759	3346.690314
734	0.009765	3346.441417
735	0.009759	3346.634014
736	0.009763	3346.913043
737	0.009762	3346.713704
738	0.009759	3346.693767
739	0.009765	3346.765900
740	0.009773	3346.978378
741	0.009770	3346.396761
742	0.009771	3346.177898
743	0.009759	3345.938089
744	0.009753	3345.521505
745	0.009754	3345.326174
746	0.009742	3345.372654
747	0.009746	3345.338688
748	0.009739	3345.320856
749	0.009729	3345.100134
750	0.009732	3345.285333
751	0.009743	3345.203728
752	0.009733	3345.106383
753	0.009731	3344.823373
754	0.009726	3344.429708
755	0.009720	3344.466225
756	0.009718	3344.492063
757	0.009712	3344.380449
758	0.009713	3344.232190
759	0.009704	3343.963109
760	0.009696	3343.905263
761	0.009705	3343.921156
762	0.009693	3343.842520
763	0.009686	3343.863696
764	0.009686	3344.115183
765	0.009683	3344.083660
766	0.009673	3343.989556
767	0.009670	3344.083442
768	0.009660	3344.052083
769	0.009662	3344.270481
770	0.009650	3344.664935
771	0.009658	3344.700389
772	0.009662	3344.564767
773	0.009651	3344.827943
774	0.009645	3345.074935
775	0.009648	3345.207742
776	0.009647	3345.453608
777	0.009635	3345.564994
778	0.009640	3345.763496
779	0.009643	3345.643132
780	0.009645	3345.584615
781	0.009633	3345.725992
782	0.009634	3345.590793
783	0.009633	3345.532567
784	0.009630	3345.484694
785	0.009626	3344.912102
786	0.009625	3344.544529
787	0.009627	3344.345616
788	0.009622	3344.137056
789	0.009617	3344.299113
790	0.009609	3344.075949
791	0.009604	3343.873578
792	0.009594	3343.348485
793	0.009593	3343.283733
794	0.009599	3343.516373
795	0.009604	3343.496855
796	0.009592	3343.582915
797	0.009587	3343.342535
798	0.009579	3343.192982
799	0.009579	3343.163955
800	0.009585	3343.130000
801	0.009574	3343.570537
802	0.009567	3343.905237
803	0.009557	3343.721046
804	0.009549	3343.721393
805	0.009541	3343.741615
806	0.009529	3343.697270
807	0.009535	3343.856258
808	0.009525	3343.900990
809	0.009523	3343.970334
810	0.009525	3344.029630
811	0.009521	3343.496917
812	0.009519	3343.541872
813	0.009521	3343.493235
814	0.009520	3343.341523
815	0.009523	3343.307975
816	0.009524	3343.284314
817	0.009529	3343.265606
818	0.009525	3343.158924
819	0.009528	3342.993895
820	0.009524	3343.214634
821	0.009528	3343.395859
822	0.009523	3343.600973
823	0.009512	3343.552855
824	0.009515	3343.601942
825	0.009503	3343.224242
826	0.009493	3342.750605
827	0.009485	3342.621524
828	0.009478	3342.642512
829	0.009485	3342.489747
830	0.009478	3342.163855
831	0.009471	3342.122744
832	0.009461	3342.149038
833	0.009456	3342.530612
834	0.009453	3342.575540
835	0.009447	3342.663473
836	0.009439	3342.784689
837	0.009443	3342.719235
838	0.009437	3342.682578
839	0.009446	3343.046484
840	0.009441	3342.961905
841	0.009435	3342.872771
842	0.009440	3343.030879
843	0.009443	3343.117438
844	0.009434	3342.962085
845	0.009445	3343.507692
846	0.009450	3343.933806
847	0.009444	3344.075561
848	0.009440	3344.490566
849	0.009456	3344.541814
850	0.009464	3344.738824
851	0.009474	3345.132785
852	0.009474	3345.051643
853	0.009474	3345.008206
854	0.009473	3345.142857
855	0.009491	3344.884211
856	0.009501	3344.789720
857	0.009496	3344.816803
858	0.009495	3344.531469
859	0.009492	3344.409779
860	0.009489	3344.288372
861	0.009480	3343.860627
862	0.009474	3343.809745
863	0.009470	3343.698725
864	0.009468	3343.486111
865	0.009457	3343.486705
866	0.009460	3343.288684
867	0.009457	3343.312572
868	0.009452	3343.009217
869	0.009448	3342.867664
870	0.009442	3342.712644
871	0.009437	3342.659013
872	0.009440	3342.747706
873	0.009433	3342.556701
874	0.009429	3342.549199
875	0.009422	3342.596571
876	0.009420	3342.547945
877	0.009421	3342.403649
878	0.009419	3342.687927
879	0.009423	3342.370876
880	0.009423	3342.104545
881	0.009415	3341.870602
882	0.009413	3341.650794
883	0.009411	3341.766704
884	0.009414	3341.692308
885	0.009406	3341.880226
886	0.009413	3342.027088
887	0.009404	3341.772266
888	0.009394	3341.851351
889	0.009388	3342.168729
890	0.009380	3342.404494
891	0.009372	3342.289562
892	0.009363	3342.192825
893	0.009352	3342.141097
894	0.009356	3342.465324
895	0.009355	3342.408939
896	0.009350	3342.424107
897	0.009352	3342.564103
898	0.009342	3342.556793
899	0.009336	3342.433815
900	0.009337	3342.328889
901	0.009340	3342.170921
902	0.009337	3342.075388
903	0.009334	3342.334441
904	0.009331	3342.331858
905	0.009323	3342.333702
906	0.009316	3342.278146
907	0.009314	3342.641676
908	0.009321	3342.863436
909	0.009330	3342.820682
910	0.009331	3342.685714
911	0.009324	3342.933041
912	0.009317	3342.850877
913	0.009309	3342.830230
914	0.009323	3342.630197
915	0.009346	3342.942077
916	0.009340	3343.043668
917	0.009342	3343.193021
918	0.009363	3343.276688
919	0.009376	3343.717084
920	0.009369	3344.100000
921	0.009360	3344.099891
922	0.009351	3343.947939
923	0.009347	3343.991333
924	0.009342	3343.948052
925	0.009337	3344.160000
926	0.009338	3343.758099
927	0.009334	3343.672060
928	0.009329	3343.887931
929	0.009332	3343.479010
930	0.009328	3343.548387
931	0.009321	3343.660580
932	0.009331	3343.785408
933	0.009332	3343.935691
934	0.009329	3344.732334
935	0.009324	3344.620321
936	0.009316	3344.782051
937	0.009309	3344.913554
938	0.009318	3344.788913
939	0.009317	3344.643237
940	0.009330	3344.919149
941	0.009328	3345.058448
942	0.009322	3345.006369
943	0.009314	3345.018028
944	0.009312	3345.156780
945	0.009307	3345.117460
946	0.009298	3345.183932
947	0.009294	3345.174234
948	0.009292	3345.135021
949	0.009290	3345.403583
950	0.009288	3345.507368
951	0.009290	3345.358570
952	0.009284	3345.315126
953	0.009283	3345.150052
954	0.009278	3345.081761
955	0.009272	3344.833508
956	0.009268	3344.707113
957	0.009274	3344.459770
958	0.009276	3344.375783
959	0.009272	3344.275287
960	0.009273	3344.341667
961	0.009268	3344.449532
962	0.009262	3344.648649
963	0.009261	3344.440291
964	0.009258	3344.639004
965	0.009249	3344.667358
966	0.009257	3344.931677
967	0.009257	3344.992761
968	0.009252	3344.880165
969	0.009261	3345.172343
970	0.009262	3345.468041
971	0.009263	3345.425335
972	0.009268	3345.650206
973	0.009269	3345.582734
974	0.009267	3345.437372
975	0.009270	3345.349744
976	0.009279	3345.065574
977	0.009277	3344.843398
978	0.009276	3344.830266
979	0.009276	3344.841675
980	0.009271	3344.861224
981	0.009264	3344.913354
982	0.009263	3344.810591
983	0.009268	3344.516785
984	0.009272	3344.361789
985	0.009265	3344.097462
986	0.009263	3343.752535
987	0.009255	3343.440729
988	0.009250	3343.194332
989	0.009247	3343.215369
990	0.009242	3343.119192
991	0.009236	3343.019173
992	0.009231	3343.028226
993	0.009231	3343.117825
994	0.009230	3343.315895
995	0.009225	3343.441206
996	0.009218	3343.156627
997	0.009214	3343.021063
998	0.009212	3342.925852
999	0.009210	3342.754755
1000	0.009202	3342.948000
1001	0.009194	3343.456543
1002	0.009192	3343.652695
1003	0.009184	3343.549352
1004	0.009176	3343.860558
1005	0.009171	3343.633831
1006	0.009162	3343.558648
1007	0.009160	3343.392254
1008	0.009153	3343.361111
1009	0.009147	3343.171457
1010	0.009146	3343.112871
1011	0.009144	3343.026706
1012	0.009143	3343.430830
1013	0.009137	3343.553801
1014	0.009140	3343.680473
1015	0.009143	3343.657143
1016	0.009134	3343.893701
1017	0.009135	3343.838741
1018	0.009129	3344.015717
1019	0.009121	3344.035329
1020	0.009116	3343.709804
1021	0.009107	3343.416259
1022	0.009099	3343.342466
1023	0.009101	3343.362659
1024	0.009095	3343.121094
1025	0.009087	3343.024390
1026	0.009086	3342.943470
1027	0.009086	3342.979552
1028	0.009085	3343.186770
1029	0.009092	3343.362488
1030	0.009093	3343.359223
1031	0.009096	3343.491756
1032	0.009092	3343.372093
1033	0.009089	3343.318490
1034	0.009082	3343.439072
1035	0.009085	3343.242512
1036	0.009090	3343.150579
1037	0.009083	3343.070395
1038	0.009086	3343.183044
1039	0.009083	3343.580366
1040	0.009079	3343.515385
1041	0.009081	3343.634966
1042	0.009087	3343.765835
1043	0.009096	3343.570470
1044	0.009109	3343.819923
1045	0.009110	3343.969378
1046	0.009107	3343.927342
1047	0.009117	3343.828080
1048	0.009116	3343.763359
1049	0.009117	3343.618684
1050	0.009118	3343.664762
1051	0.009119	3343.821123
1052	0.009119	3343.680608
1053	0.009124	3343.730294
1054	0.009121	3343.631879
1055	0.009126	3343.465403
1056	0.009122	3343.602273
1057	0.009135	3343.394513
1058	0.009136	3343.338374
1059	0.009136	3343.388102
1060	0.009128	3343.286792
1061	0.009120	3343.053723
1062	0.009111	3342.866290
1063	0.009106	3343.014111
1064	0.009111	3342.988722
1065	0.009114	3342.873239
1066	0.009109	3342.712946
1067	0.009113	3342.755389
1068	0.009117	3342.550562
1069	0.009111	3342.215154
1070	0.009112	3342.145794
