#0.400000	0.000000	0.000000	-nan	0.000000
4	256	0.030904
#0.400000	0.000000	0.000000	-nan	0.000000
6	256	0.015098
#0.400000	0.000000	0.000000	-nan	0.000000
8	256	0.009427
#0.400000	0.000000	0.000000	-nan	0.000000
10	256	0.006876
#0.400000	0.000000	0.000000	-nan	0.000000
12	256	0.006852
#0.400000	0.000000	0.000000	-nan	0.000000
14	256	0.006944
#0.400000	0.000000	0.000000	-nan	0.000000
16	256	0.006175
#0.400000	0.000000	0.000000	-nan	0.000000
18	256	0.008280
#0.400000	0.000000	0.000000	-nan	0.000000
20	256	0.006533
#0.400000	0.000000	0.000000	-nan	0.000000
22	256	0.004972
#0.400000	0.000000	0.000000	-nan	0.000000
24	256	0.008186
#0.400000	0.000000	0.000000	-nan	0.000000
26	256	0.006721
#0.400000	0.000000	0.000000	-nan	0.000000
28	256	0.006906
#0.400000	0.000000	0.000000	-nan	0.000000
30	256	0.007108
#0.400000	0.000000	0.000000	-nan	0.000000
32	256	0.007109
