0.250000	0.051158	0.362806
0.300000	0.068289	0.589629
0.350000	0.098288	1.003705
0.400000	0.192660	2.241541
0.410000	0.250008	2.986889
0.420000	0.320457	3.892547
0.430000	0.474240	6.029907
0.435000	0.586710	6.333596
0.440000	0.640735	5.901797
0.445000	0.695755	5.712088
0.450000	0.732503	5.034793
0.460000	0.813935	3.385950
0.470000	0.848400	2.804003
0.480000	0.877391	2.305099
0.490000	0.896591	2.035941
0.500000	0.911115	1.774953
0.520000	0.932797	1.384406
0.540000	0.947924	1.126800
0.560000	0.958895	0.974465
0.580000	0.967176	0.836810
0.700000	0.990171	0.512658
